BCI-AV#	Blissymbol	English	Char	Char	5350	1497	212	34	4	1
22631		spring_(water)		25777	17983					
22632		hot_spring		22631	14901					
22633		constellation_of_stars		14647	17252					
22634		light_year		25996	15208	18289				
22635		telescope		17755	15449	17252				
22636		astrology		15162	17252	16161				
22637		weather_forecast		21048	18214					
22638		Aries_(in_zodiac)		22633	25778					
22639		Taurus_(in_zodiac)		22633	12920					
22640		Cancer_(in_zodiac)		22633	15226					
22641		Leo_(in_zodiac)		22633	15217					
22642		Virgo_(in_zodiac)		22633	18269					
22643		Libra_(in_zodiac)		22633	18222					
22644		Scorpio_(in_zodiac)		22633	16738					
22645		Sagittarius_(in_zodiac)		22633	15416	21855				
22646		Capricorn_(in_zodiac)		22633	12379	17267				
22647		Aquarius_(in_zodiac)		22633	15416	18209				
22648		Pisces_(in_zodiac)		22633	14188					
22649		Nordic_God,Nordic_Goddess		14451	15730					
22650		Woden		22649	14133					
22651		Frigg		18251	22650					
22652		Thor		22649	14666					
22653		Sif		18251	22652					
22654		Mjolnir		14666	22649					
22655		Gemini_(in_zodiac)		22633	23978					
22817		Balder		22649	15208					
22818		Frey		22649	16196					
22819		Freya		22649	15400					
22820		Tyr		22649	18036					
22821		Aegir		22649	15909					
22822		Loki_(OLD)		22649	15203					
22823		Hugin_and_Munin		8498	12837	22649				
22824		Sleipnir		14897	22649					
22825		Saehrimnir		16175	22649					
22826		Midgard's_serpent		17189		15730				
22827		Valhalla		14905	22649					
22828		Viking		15416		15159				
22829		Viking_ship		12869	22828					
22830		runes		12366	15975	15730				
22831		offer,sacrifice		14440	22649	8993				
22832		sacrifice		14437	22649					
22833		blot		14427	22832					
22834		planet	Y							
22835		lawn_bowling,bowls_(sport)		20587	15180					
22836		solar_system		12360	22834					
22837		pod,seedcase,seedpod	Y							
22839		saddle		13148	14897					
22840		court,field,sport_field		16193	20518					
22841		burial_site		16193	25628					
22901		astrologer,astrologist		16161	22636					
22903		beauty		14133	14675					
22904		call,telephone,ring		17518	8993					
22905		chocolate		14377	12642					
22906		chocolate_spread		17238	22905					
22907		cook,chef		16161	22909					
22908		cooking,cookery,preparation_(hot_food)		14183	14377					
22909		cooking,cookery,preparation_(general)		15410	14377					
22910		dirt,soil		15671	17236					
22911		doubt,uncertainty	Y	17718						
22912		fear,fright,concern		16703	25568					
22913		leadership,guidance	Y	15471	14390					
22914		must_(a)		15471	17444					
22915		religious_(God_based)		20561	8998					
22916		self-harming		16753	8998					
22917		smartness,brightness,cleverness,intelligence		15471	14947					
22918		uncertain,unsure		22911	8998					
23001		accusation		16728	15928					
23002		accusation_(legal),charge,prosecution		23001	23127					
23003		accuse		23001	8993					
23004		accuse_(legal),charge,prosecute		23001	23127	8993				
23005		act,demonstrate_(in_favour_of)		23007	8993					
23006		act_in_favour_of_(legal)		23007	23127	8993				
23007		action,demonstration_(in_favour_of)		12335	16437					
23008		activity_centre		14905	12335					
23009		activity_centre_(children)		23008	13166					
23010		activity_centre_(leisure_time),after_school_club,youth_club		23008	14396					
23011		activity_centre_(teenagers)		23008	17516					
23012		advocate		16161						
23013		advocate		24871	8993					
23014		advocate_(legal)		23140						
23015		advocate_(legal)		23012	23127	8993				
23016		advocate_(legal,speaking)		23140	23012					
23017		advocate_(speaking),spokesperson		16161	23012					
23018		altimeter		23092	14711	9009				
23019		anemometer		23092	18255	9009				
23020		angle_(measurement)		15443	12376					
23021		any_day,someday		12321	13639					
23022		apartment_block		15671	15671	23085				
23023		archipelago		14647	14958					
23024		area_(measurement)		15443	13934					
23025		arrest		23200	23127	8993				
23026		attic	Y	26043	26059					
23027		bakery		23223	12895					
23028		barometer,manometer		23092	23169	12356	9009			
23029		basement,cellar	Y	26044	26059					
23030		biology_(class)		13352	21546					
23031		Bliss,Bliss_language,Blissymbolics		15172	12857					
23032		Bliss_(class)		13352	23031					
23033		board		24876	8993					
23034		bookshop		23223	12875					
23035		bronze		15459	23239	23046				
23036		bronze_age		15975	23035					
23037		butcher_shop		23223	15444					
23038		care_centre		14905	16420					
23039		cheap,inexpensive		13417	15221	8998				
23040		chemistry_(class)		13352	21544					
23041		clerk,legal_aid		14706	23127					
23042		clothing_shop		23223	13366					
23043		cockerel,rooster		13164	15414					
23044		cod,codfish	Y	14190						
23045		control_tower		23240	12357					
23046		copper		15459	16191					
23047		corridor,hall		16687	15229					
23048		cotton		13365	25563	13365				
23049		cotton_fabric		13365	25563					
23050		count		15443	15742					
23051		court,courthouse		14905	23127					
23052		court,courtroom		16430	23127					
23053		crayfish		15226	15221					
23054		day_and_night		8498	8500	14904				
23055		day_centre		23008	13639					
23056		care,protection,defence		12335	16420					
23057		defence_(legal)		16728	23059	23127				
23058		defence_(spoken)		16728	16419					
23059		care,protect,defend		23056	8993					
23060		defend_(legal)		23057	8993					
23061		defend_(speak)		23058	8993					
23062		defend_(speak,legal)		23058	23127	8993				
23063		caregiver,protector,defender		16161	23056					
23064		deflation		13948	15484	12374				
23065		act,demonstrate_(against)		23066	8993					
23066		action,demonstration_(against)		12334	15928					
23067		department_store		23223	15671	15972				
23068		discount		13417	15474					
23069		discount_sale		14114	23068					
23070		discount_store		23223	23068					
23071		distance_(OLD)		15443	24896					
23072		drugstore,pharmacy		23223	15446					
23073		eaves	Y	25598	9009					
23074		economics_(class)		13352	13093					
23075		electricity_meter		23092	13918	9009				
23076		elementary_school,primary_school		16734	13166					
23077		English_(class)		13352	BCI-AV#					
23078		English_(language)		15172	22610					
23079		evidence		14139	23127					
23080		expensive		13417	12835	8998				
23081		just,fair		23127	13943	8998				
23082		fine_(penalty)		15484	12348	14652				
23083		flatfish		14190	15401					
23084		flax		13365	17259	13365				
23085		floor,storey,level,etage	Y	26047	26059					
23086		floor_(42nd)		23085	8500	8498				
23087		floor_(first)		23085	14688					
23088		florist		23223	14205					
23089		foundation_(building)	Y	26046	26059					
23090		fuel_gauge		23092	14425	9009				
23091		garden_centre		23223	14422					
23092		gauge,gage,meter	Y	24806	9009					
23093		geography		16735	13900					
23094		geography_(class)		13352	23093					
23095		geology_(class)		23651	13901					
23096		gift_shop		23223	14437					
23097		goat	Y	12379						
23098		God_the_father		14451	14157					
23099		God_the_son		14451	17209					
23100		gold		15459	16675					
23101		greengrocer		23223	18004					
23102		grocery_store,food_store,supermarket		23223	14377					
23103		gutter,eaves_trough		13403	23073	9009				
23104		half_an_hour		8499	8496	15475				
23105		hall		16193	12669	16687				
23106		handicraft_shop		23223	13431					
23107		handwriting,penmanship_(class)		15162	18285	14667				
23108		health_goods_shop		23223	14690					
23109		Hebrew_(class)		15162						
23110		Hebrew_(language)		15172						
23111		herb,spice_plant		16196	17506					
23112		history_(class)		15162	15975		21553			
23113		history_teacher		16161	23112	17513	21553			
23114		Holy_Spirit		14451	14183					
23115		Holy_Trinity		14451		15206				
23116		horizontal		23117	8998					
23117		horizontal-(a)	Y	16674	26059					
23118		illegal,criminal		15474	23132	8998				
23119		inflation		13948	15484	15474				
23120		innocence		23127	16225					
23121		innocent,not_guilty		23120	8998					
23122		iron		15459	15689					
23123		iron_age		15975	15689					
23124		jellyfish	Y	23706						
23125		judge		23140						
23126		judge		23127	8993					
23127		judgement,law_(in_combinations)	Y	15471	18221					
23128		juridical		23127	8998					
23129		jury		14647	23165	23138				
23130		justice		23127						
23131		language_(class)		13352	15172					
23132		law		16735	23127					
23133		law-(a)		23138	15962					
23134		law,The_Law		23127	12875					
23135		lawyer		16161	23132					
23136		lawyer_(for_the_defence)		23140	16728	16419				
23137		lead		15459						
23138		legal		23132	8998					
23139		legal_aid		14704	23138					
23140		legal_person_(in_combinations)		16161						
23141		leisure_time		17732	14395					
23142		light_meter		23092	15208	9009				
23143		lighthouse		23240	13919	9009				
23144		linen,flax_fabric		13365	17259					
23145		liquor_shop,liquor_store		23223	12359					
23146		lobster		15226	12835					
23147		market		14647	23223	15212				
23148		math,mathematics_(class)_(1)		13352	15432					
23149		mercury		15459	17709	9009				
23150		metal_bar	Y	17717	17717		17717			
23151		city,metropolis		15435	15671	15671	14905			
23152		midnight		14904						
23153		multi_storey_building		14647	23085					
23154		multi_storey_home		14647						
23155		naming_ceremony		21096	15691					
23156		naming_ceremony_(religious)		20573	15691					
23157		noon		14904						
23158		notary		16161	15962	23138				
23159		notary_(lawyer)		23140	15962					
23160		octopus		23706		12577				
23161		odometer_(OLD)		23092	24896	9009				
23162		oil_gauge		23092	15914	9009				
23163		one_storey_building,bungalow		14688	23085					
23164		one_storey_home		14688	23085	14164	8497			
23165		peer		16161	16713					
23166		pencil_case,pencil_box		13403	15991					
23167		physics_(class)		15162	13936	13352	21556			
23168		prawn		23204	12835					
23169		pressure	Y	13934	20524					
23170		pressure_gauge		23092	23169	9009				
23171		price_rise		13417	12374					
23172		promote		23173	8993					
23173		promotion		12335	14382					
23176		prosecutor		23140	23003					
23177		protest,objection,opposition		16728	12351					
23178		protest,resist		16421	8993					
23179		protest,resistance		12335	12351					
23180		protractor		23092	12376	9009				
23181		psychologist		16161	15471	14164	16161			
23182		psychologist_(researcher)		16161	23183	23652				
23183		psychology		16735	15471	14164				
23184		psychology_teacher		23676	15471	14164	17513	23183		
23185		quarter_of_an_hour		8497	8501	15475				
23186		rain_gauge		23092	16456	9009				
23187		reading_(class)		13352	24933					
23188		reading_lesson		23567	24933					
23189		religion_(class)		13352	16483					
23190		religion_(science_of),theology		16735	16483					
23191		religion_teacher		17513	16483					
23192		religious_service		23203	16483					
23193		row_house,attached_houses	Y	23201	23201					
23194		sale		12335	16756					
23195		salmon		14190	15139	16677				
23196		sandwich_(open_face)		12895	17238					
23197		scale_(weighing)		23092	18221	9009				
23198		school_(in_combinations)		14905	15162	14905	17512			
23199		season		15972	18289					
23200		capture,catch,seize		14435	14947	8993				
23201		semi-detached_house	Y	14905	15214					
23202		sentence,condemn		16728	13675	14653				
23203		service_(work)		12335	16194					
23204		shellfish_(without_claws)	Y							
23205		sheltered_workshop		14905	16420	18274				
23206		shoal,school_(of_fish)		14647	14190					
23207		shopping_centre,mall,plaza		14647	23223					
23208		shopping_mall		14905	23207					
23209		short_time_home		14905	15212	14885	15212			
23210		shrimp		23204	15221					
23211		silk		13365	18279	13365				
23212		silk_fabric		13365	18279					
23213		silver		15459	17233					
23214		size		15443	12835					
23215		skyscraper		15671	15671	15671	23085			
23216		speed		15443	21323					
23217		speedometer		23092	21323	9009				
23218		sport_lesson		23567	20518					
23219		sport_shop		23223	20518					
23220		starfish		23706	17252					
23221		statement		18285	16728	23138				
23222		stone_age		15975	16188					
23223		store,shop	Y	16430	13093					
23224		support_(oral)		16728	14382					
23225		support_(orally)		23224	8993					
23226		Swedish_(class)		13352						
23227		Swedish_(language)		15172	8499	22618	15172	22617		
23228		sweet_shop,candy_store		23223	22375					
23229		synthetic_fabric		13365	13158	13365				
23230		tax	Y	15484	22913	15484	14461			
23231		tax_(national,federal)		23230	13423	23230	24812			
23232		tax_(real_estate)		23230	14905					
23233		tax_(sales)		23230	16756					
23234		tax_(state,regional)		23230	16423					
23235		testify		23236	8993					
23236		testimony		16728	24846	23138				
23237		theatre		14905	15449	14692				
23238		timer		23092	17732	9009				
23239		tin		15459	22578					
23240		tower	Y							
23241		toy_shop		23223	17763					
23242		trial		14427	23138					
23243		two_storey_building		8498	23085					
23244		unfair,unjust		15474	23081	8998				
23245		watch_tower,observation_tower		23240	24846					
23246		water_meter		23092	18209	9009				
23247		water_tower		23240	18209					
23248		weight_(measurement)		15443	18221					
23249		vertical		23250	8998					
23250		vertical-(a)	Y	16674	26059					
23251		witness		16161	24846	23138	16161	23235		
23252		workplace		14905	18274					
23253		writing_(class)		13352	18285					
23401		aboard,on_board		14932	18010	8998				
23402		address		15691	16193	14905				
23403		anti-virus_program		23664	16420					
23404		ashore		25544	8998					
23405		ATM,cash_machine		15406	23415					
23407		attach_(computer)		23410	8993					
23408		attached_(computer)		23410	8998					
23409		attachment,fastening,joint,seam,appendix,annex	Y	15214	12374	15214				
23410		attachment_(computer)		23409	23500					
23411		backspace_(computer)		13665						
23412		baker		16161	12895					
23413		ball_pool		24120	15671	12621				
23414		ballet		12334	17745	15679				
23415		bank_card,money_card		23431	15484					
23416		barrow,garden_cart,wheelbarrow		18028	14422					
23417		blackberry		16463						
23418		brave,courageous		23460	8998					
23419		bricklayer		16161	12860					
23420		briefcase		12618	15962					
23421		Brontosaurus		23477	12835					
23422		brownie,house_elf		23570	14905					
23423		Buddha		15416	23424					
23424		Buddhism		16483	23472					
23425		buddhist		23472	8998					
23426		buddhist_(person)		16161	23472	16161	23425			
23427		budget,business_plan		16194	13093					
23428		butcher		16161	15444					
23429		car_mechanic		23587	13121					
23430		car_track		23690	13121					
23431		card	Y							
23432		card_game		16200	23431					
23433		cartographer		16161	23434					
23434		cartography		16735	15421					
23435		cartoon,animated_picture		14177	15991					
23436		casserole		14377	13403	17273				
23437		castle,palace	Y	23240	14905	23240				
23438		castle,palace_(royal)		23437	22618					
23439		causality	Y	15471	13135					
23440		chilly		14164	25533	8998				
23441		civil_engineer		23469	12902					
23443		clown		16161	14138	13377				
23444		be_cold		14163	25533	8993				
23445		comedy		16200	17983	16200	14676			
23446		community_centre,town_hall,village_hall		14905	14427					
23447		computer		15406	23476					
23448		computer_case		13934	23447					
23449		computer_game_(OLD)		23664	16200					
23450		computer_peripheral		17755	23447					
23451		computer_screen,monitor		13934	14133	23476				
23452		concert		12334	15679					
23453		conjure,turn_to,transform		18034	8993					
23454		constructional_blocks,lego_(etc)		12860	17746					
23455		constructional_toy		17763	17445					
23456		copier,photocopier		15406	13412	15962				
23457		coral		23706	16196					
23458		coral_reef		15671	15671	23457				
23459		cordless_phone		17518	12610					
23460		courage		14164	17444					
23461		coward		16161	23462					
23462		cowardice		15474	23460					
23463		cowardly		23462	8998					
23464		currency		15484	13423					
23465		cut_and_paste_(computer)		17497	23476					
23466		dare		23418	12335	8993				
23467		data_(digital_information)		23542	23476					
23468		delete_(computer)		13665	14390	8993				
23469		designer,planner		16161	16194					
23470		desktop_computer		23447	23673					
23471		detach,take_apart		25548	8993					
23472		Dharma_wheel	Y	18232						
23473		meat_(diced),diced_meat,chunks_of_meat		15444	15972					
23474		digital		23476	8998					
23475		digital_processing,artificial_intelligence,calculation	Y	15471	23476					
23476		digits_(computer)	Y							
23477		dinosaur	Y	12378						
23478		disembark		14126	18010	8993				
23479		document,written_record		15962	15991					
23480		drama		16200	20524					
23481		dwarf,gnome		23570	12644					
23482		electrical_engineer		23469	13918					
23483		elf_(fog)		23570	14374					
23484		elf_(star)		23570	17252					
23485		e-mail,email		15198	23476					
23486		e-mail_address,email_address		15691	16193	23485				
23487		embark,board		13940	18010	8993				
23488		enter_(computer)	Y	12613						
23489		export		15943	14457					
23490		export		23489	8993					
23491		export_(computer)		15943	23476	8993				
23492		exported		23489	8998					
23493		eye_controller,eye_gaze_controller		23593	14133					
23494		fairy,fairy_godmother		23581	18034					
23495		fall_asleep		12343	12589	8993				
23496		fashion_designer		23469	13366					
23497		fax		15962	17518					
23498		fax		23497	8993					
23499		fax_(machine)		15406	23497					
23500		file,data_file_(digital)	Y	13403	23476					
23501		filled,stuffed		24897	8996					
23502		filled_cabbage,stuffed_cabbage		13101	23501					
23503		filled_food,stuffed_food		14377	23501					
23504		filled_leaf,dolma		15183	23501					
23505		filled_vegetable,stuffed_vegetable		18004	23501					
23506		finger_spelling,finger_alphabet		12366	14667					
23507		fingerspell		23506	8993					
23508		fish_finger		14190	15216	9009				
23509		fisherman		16161	14190					
23510		flower_fairy		23570	14205					
23511		folder	Y							
23512		folder_(digital)		13403	23500					
23513		foster_home		16984	14885					
23514		freezer		13622	14919					
23515		fruit_cream,compote		22307	14405					
23516		function		25520	18274					
23517		function		23517	8993					
23518		functional		23517	8998					
23519		gardener		16161	14422					
23520		ghost,phantom		23577	13358					
23521		giant		23577	21354					
23522		giant_(human)		16161	21354					
23523		go_ashore		25544	8993					
23524		go_to_sea		25527	8993					
23525		goblin		23577	15719					
23526		headmouse		23593	14689					
23527		hedgehog	Y	12378	23627					
23528		hero		16161	23529					
23529		heroic		23418	14947	8998				
23530		herring,sardine		14190	13377	23213				
23531		hobbit		23570	14379					
23532		hold_(with_hand)		14667	14457	8993				
23533		homework,home_studying		18274	15162	14905				
23534		hope		14676	25568					
23535		hopeful		23534	8998					
23536		house_work,housekeeping,housework		18274	14905					
23537		hunt		24965	8993					
23538		import		14952	14457					
23539		import		23538	8993					
23540		import_(computer)		14952	23467	8993				
23541		imported		23538	8998					
23542		information	Y	15471	17983					
23543		internet_(1)		23595	25552					
23544		internet_(2)		14118	25552					
23545		intranet_(1)		23595	25551					
23546		intranet_(2)		14118	25551					
23547		introduce,present		16728	15691	8993				
23548		journalist		23716	15712					
23549		joystick		23593	15216	9009				
23550		jump	Y							
23551		Kazakhstan		13423	14897					
23552		ketchup		23685	14947					
23553		key_(computer)		15972	23892					
23554		key_guard		14704	23892	9009				
23555		keyboard_(computer)		17755	12366					
23556		keyboard_(expanded)		23892	12835					
23557		keyboard_(mini)		23892	15221					
23558		kindergarten,preschool,nursery,play_group		14905	13166					
23559		king		15416	22618					
23560		landscape_design		16194	14422					
23561		landscape_designer		23469	14422					
23562		laptop		23447	13125					
23563		lay_the_table		23673	14444	8993				
23564		lecture		16728	15162	15212				
23565		lecture		23564	8993					
23566		leprechaun		23570	16939					
23567		lesson,lecture,class		15212	15184					
23568		librarian		16161						
23569		light_switch		17755	13135	15208				
23570		little_person		23577	15221					
23571		lotto,bingo_(etc)		16200	23431	15742				
23572		lumberjack		16161	17213	17775				
23573		lunch_box		12618	14377					
23574		magician		16161	13135	21297				
23575		make_the_bed		16419	12649	8993				
23576		make-believe_man	Y	15416	24895					
23577		make-believe_person,imaginary_person	Y	16161	24895					
23578		make-believe_person_(in_forest)		23577	17775					
23579		make-believe_person_(in_water),water_nymph		23577	18209					
23580		make-believe_person_(under_ground)		23577	25628					
23581		make-believe_woman	Y	18269	24895					
23582		man_doll_(e.g._Ken)		15416	15420					
23583		making,production,fashioning	Y	13607						
23584		matching_game		16200	16713					
23585		math,mathematics_(class)_(2)		23669	15432					
23586		meat_sauce		16723	12378					
23587		mechanic,technician		16161	15406					
23588		mechanical_engineer		23469	15406					
23589		memory	Y	15162						
23590		mermaid		23581	14190					
23591		meat_(minced),minced_meat,ground_meat		15444						
23592		mobile_phone,cellphone		17518	13125					
23593		mouse,pointing_device		17755	27113					
23594		musical		16200	15679					
23595		net		23595	13131					
23596		noisemaker,musical_toy		17763	17216					
23597		opera		16200	15679	20524				
23598		optician		16161	14443					
23599		oval	Y							
23600		overlay		15962	15918					
23601		overlay_keyboard,membrane_keyboard		23892	16194					
23602		palmtop,PDA		16176	15221					
23603		pancake,crepe,tortilla	Y	13690						
23604		paper_money,bill		15484	15962					
23605		passenger		16161	16509					
23606		educationalist,educationist_(academic)		16161	23607					
23607		education,didactics,pedagogy		16735	14118	15162				
23608		Pegasus		14897						
23609		perform		23610	8993					
23610		performance,show		12334	16970					
23611		pharmacist		16161	15448					
23612		philosopher		16161	23439					
23613		philosopher_(academic)		16161	23614					
23614		philosophy		16735	23439					
23615		philosophy_(class)		13352	23439					
23616		pirate		16708	24727	15733	14947	16708	23637	
23617		play_(theater)		12334	17272					
23618		play,game_(in_combinations)		12335	14164					
23619		pointing	Y	14667						
23620		porcupine		23527	17517					
23621		porridge		22307	14625					
23622		prince		12888	22618					
23623		princess		14439	22618					
23624		print		15406	18285	8993				
23625		Pterosaur,Pterodactyl		23477						
23626		queen		18269	22618					
23627		quill(s),spine(s)	Y							
23628		railway_track		23690	17767					
23629		ramp	Y							
23630		redo		12338	12334	12656	8993			
23631		redo_(computer)		15139	23476	8993				
23632		refrigerator,fridge		13622	13375					
23634		remember,recall		23589	8993					
23635		research		12335	23651					
23636		rice_pudding,rice_porridge		22307	16505					
23637		rob		23667	14947	8993				
23638		robber		16161	23637					
23639		robot_doll		15406	16161	15420				
23640		roll		24249	13901	8993				
23641		ruin,wreck,wreckage_(building)_(2)		14905	24968					
23642		Russia		13423	24801					
23643		samosa,pirogue		12895	23501					
23644		sand_play		16200	16715					
23645		sand_toy		17763	16715					
23646		Sandman		23576	17008					
23647		Santa_Claus,Father_Christmas		15416	12644	14116				
23648		save_(computer)		23500	14417		8993			
23649		save_as_(computer)		23648	15691	8993				
23650		schoolbag		12618	12875					
23651		science		23439	14114					
23652		scientist,researcher		16161	23651					
23653		sea_anemone		23706	14205					
23654		sea_cucumber		23706						
23655		sea_lion		13864	16965					
23656		sea_urchin		23706						
23657		seal		13864	14415					
23658		seaweed	Y	25777	14636					
23659		select_all,mark_all		13178	12360	8993				
23660		shellfish		14430	15952					
23661		shepherd		16161	16950					
23662		shoot		13120	8993					
23663		siren_of_the_woods		23581	17775					
23664		software,computer_program,application,app		16194	23476					
23665		spell		12366	8993					
23666		sport_elf		23570	20518					
23667		steal		17497	15733	8993				
23668		stew		16723	12378	15972				
23669		subject_(of_study)		15972	15162					
23670		switch		17755	13135	12334				
23671		swordfish		14190	15159					
23672		tablet_computer,tablet,tablet_PC_(2)		23447	14667					
23673		tabletop	Y	17493	26059					
23674		tailor,dressmaker,seamstress		16161	15410	13366				
23675		teacher,pedagogue,educator		16161	14118	15162				
23676		teacher,pedagogue,educator_(in_combinations)		16161	15162	16161	17512			
23677		telephone_card		23431	17518					
23678		temporary_home		14885	15212					
23679		text_phone		17518	12366					
23680		theologian,theologist		16161	23190					
23681		theology,philosophy_of_religion		16735						
23682		therapy_centre,rehabilitation_centre		14905	21589					
23683		thief		16161	24727	15733	16161	23667		
23684		Tibet		13423	23472					
23685		tomato_sauce		16723	17749					
23686		tooth_fairy		23494	17517					
23687		touch_screen		23451	14667					
23688		touchpad,trackpad		23593	14180					
23689		toy_(in_combinations)		17717	14164	17717	16200			
23690		track	Y							
23691		trackball		23593	12621					
23692		tragedy		23617	13869	23617	16702			
23693		traveller		16161	17772					
23694		Triceratops		23477		14895				
23695		troll		23577	16188					
23696		troll_(tailed)		23577	15216	13097	9009			
23697		tuna_fish		14190	21352					
23698		type		18285	15406	8993				
23699		Tyrannosaurus_Rex		23477	22618					
23700		undo		17448	12334	12656	8993			
23701		undo_(computer)		24805	23476	8993				
23702		unicorn	Y	14897						
23703		wake_up		12343	12601	8993				
23704		walrus			17517					
23705		wash_up,do_the_dishes		18038	14444	8993				
23706		water_creature	Y	25777	23817					
23707		water_play		16200	18209					
23708		water_toy		17763	18209					
23709		website,domain_name,homepage,internet_domain		15691	16193	25552				
23710		vegetable(s)		14430	18004					
23711		virus_(computer)		24222	13665					
23712		witch		23581	12908					
23713		wizard		23576	18034					
23714		woman_doll_(e.g._Barbie)		18269	15420					
23715		worksheet		15962	18274					
23716		writer,author		16161	18285					
23801		accident		14114	15733	14947				
23802		accordion		23981	12610					
23803		alto	Y	23955	26059					
23804		amplifier_(1)		15406	15654	17216	14947			
23805		amplifier_(2)		17717	15654	17216	14947			
23806		autoharp,zither,kantele		15681	14647	23958	17493			
23807		bagpipe		23981	12618					
23808		banjo		23879	15459					
23809		bass	Y	23955	26059					
23810		bass_clarinet		23837	12835					
23811		bass_guitar		23879	23809					
23812		bassoon_(1)		23908	12835					
23813		bassoon_(2)		23909	23966					
23814		bells,chime_bars,tubular_bells		14647	24802					
23815		block,city_block		16193	12669	17441				
23816		bongo_drum,hand_drum		15681	14667	16487				
23817		bow,arc	Y							
23818		bow_(musical_instrument)	Y	23819	26059					
23819		bow_and_string_(musical)	Y							
23820		bow_and_string_instrument		15681						
23821		brake_(general)		17755	13935					
23822		brake_(vehicle)		17755	13935	15667				
23823		brass_instrument		15681	15459					
23824		breeze		18255	15221					
23825		bugle_(1)		14895	14175					
23826		bugle_(2)		23823		13685				
23827		burned_out,burnt_out_(OLD)		16164	15474	23865	8998			
23828		calm,lull		15474	18255					
23829		calm_(weather)		15982	8998					
23830		castanets_(1)		13685	14180					
23831		castanets_(2)		15681	20524	13685	14180			
23832		CD_cover		16420	16470					
23833		celeriac,celery	Y	13140						
23834		cello		23820	23966					
23835		children's_song,nursery_rhyme		17210	13166					
23836		chronic_fatigue_syndrome_(OLD)		16164	17735	14947	14947	14947		
23837		clarinet,reed_instrument_(1)		23871	23942					
23838		clarinet,reed_instrument_(2)		15681	23942					
23839		condensation	Y	13867	18209					
23840		condense		23839	8993					
23841		country_music		15679	13424					
23842		cymbal		15681	13685	17746				
23843		dance_music		15679	15189	15679	13631			
23844		dark		15474	15208	8998				
23845		detest,despise		14164	15733	14947	14947	8993		
23846		disaster,catastrophe		14114	15733	14947	14947			
23847		district,area,neighbourhood_(country)		15972	13424					
23848		district,city_district,neighbourhood_(town)		15972	23151					
23849		double_bass,bass_fiddle,contrabass		23820	23809					
23850		contrabassoon,double_bassoon_(1)		23812	23809					
23851		contrabassoon,double_bassoon_(2)		23909	23809					
23852		dried		23859	8996					
23853		driving_license		23431	12335	18010				
23854		drum_(1)	Y							
23855		drum_(2)		23921	16487					
23856		drumstick		15216	23854					
23857		dry		23859	8998					
23858		dry		23859	8993					
23859		dryness,drought	Y	18209	13665					
23860		eager,keen,willing		14164	14947	8998				
23861		easy,easily		24890	8998					
23862		electric_piano		15681	23892	13918				
23863		empty		24891	8998					
23864		empty,evacuate,throw_away,void		24891	8998					
23865		energy_(mental)		13918	15471					
23866		energy_(physical)		13918	12870					
23867		error,mishap		14114	15733					
23868		exciting,excitingly,excited,excitedly		23869	8998					
23869		excitement		14164	14947	14947				
23870		exhausted,worn_out_(OLD)		14164	15474	23865	8998			
23871		flute,recorder	Y	23926	13867					
23872		flute,transverse_flute	Y	16187	13867	13867				
23873		flute_(alto)		23981	23803					
23874		flute_(soprano)		23981	23952					
23875		foam,mousse		15671	15671	12916				
23876		French_horn,horn_(1)		14895	16690					
23877		French_horn,horn_(2)		23823	16690					
23878		gong		23921	8497	15682				
23879		guitar,string_instrument		15681	23958					
23880		hair_spray		23953	14660					
23881		harp		15681	15671	23958	14180			
23882		harpsichord		15681	14673	23958				
23883		hate		24908	8993					
23884		hum		16990	15474	18272	8993			
23885		humid,damp,moist		23886	8998					
23886		humidity	Y	12356	18209					
23887		hurricane		15671	23956		15671	15671	18255	
23888		kazoo		15681	17216	15666				
23889		kebab_(Middle_East)		15444	14901	15229				
23890		kebab_(Scandinavia)		15444	24249	17213				
23891		kebab_(UK,NL)		15444	15972	15216				
23892		keyboard	Y							
23893		last_(person,etc)		16161	13935	8998				
23894		lie		16437	15474	17786				
23895		lie		23894	8993					
23896		line,queue		15214	15671	16161				
23897		lose_(fail_to_win)		16451	17449	8993				
23898		loudspeaker		17717	17216	14947	15942			
23899		mandolin		23879	15416	23031				
23900		maracas,calabash_(etc)		23943	14405					
23901		melodica,blow-organ		23981	15666	23892				
23902		microphone		17717	17216	14952				
23903		MP3_player,iPod_(etc)		15406	14692	13125				
23904		musical_instrument_(in_combinations)	Y	17717	15682					
23905		musical_instrument_(with_many_strings)		15681	15671	23958				
23906		never		15474	17732	8998				
23907		nothing,none		15474	17717					
23908		oboe_(1)		23871	8498	23942				
23909		oboe_(2)		15681	8498	23942				
23910		old		15671	18289	8998				
23911		organ,pipe_organ		23981	15671	24296				
23912		panpipe			15671	24296				
23913		park		24206	8993					
23914		parking_permit		23431	24206					
23915		parking_ticket		15962						
23916		participant		16161	23918					
23917		participate		23918						
23918		participation		12335	17746					
23919		participation,involvement		14164	23918					
23920		pennywhistle,tin_whistle		15681		23952				
23921		percussion_instrument		15681	14666					
23922		piano_(1)		15681	23892					
23923		piano_(2)		23921	23958					
23924		piccolo_(1)		23872	15221					
23925		piccolo_(2)		23981	23952	15221				
23926		pipe,hose,tube_(2)	Y							
23927		pipe,tube_(closed)	Y							
23928		key,tonality		23955	15682					
23929		pitch_(sound)	Y	23955	26059					
